isbn;ean;title;publisher;date;seriesTitle;seriesNumber;authorSurname;AuthorName;type;totalCopies;numberCopiesAimeCesaire;numberCopiesEdmondRostand;numberCopiesJeanPierreMelville;numberCopiesOscarWilde;numberCopiesSaintSimon
978-2-37561-022-0;9782375610220;La tête légère | Texte imprimé | Olga Slavnikova | traduit du russe par Raphaëlle Pache;Mirobole éditions;DL 2016;;;Slavnikova;Ol?ga Aleksandrovna;Livre pour adulte;21;1;;1;;
;;Orchestral Works | Enregistrement sonore | G. Hanson;MDG;1999;;;Draeseke;Felix;Disque compact;3;;;;;
978-2-246-80614-1;9782246806141;De la police en démocratie | Texte imprimé | Sebastian Roché;Bernard Grasset;DL 2016;;;Roché;Sebastian;Livre pour adulte;10;;;;;
2-263-03357-2;;Les arts premiers | Texte imprimé | Afrique noire, Australie et Océanie, Amérique du Nord | Gabriel Mandel | [trad. par Étienne Schelstraete];Solar;2002;;;Mandel;Gabriele;Livre pour adulte;5;;;;;
978-2-84617-389-6;9782846173896;Muay thai | Texte imprimé | la boxe thaïlandaise authentique | [sous la direction de] Pitsaporn Prayukvong | traduit de l'anglais par Alex Febo;Budo éditions;DL 2016;;;;;Livre pour adulte;2;;;;;
978-2-344-01692-3;9782344016923;"À chacun son style | Texte imprimé | ""Le Journal de la maison"" | sous la direction de Aude Bunetel | rédaction et adaptation, Pauline Fontaine";Éditions Glénat;DL 2016;;;;;Livre pour adulte;6;;;;;
978-2-84142-209-8;9782841422098;Ecrits et propos sur la musique | Texte imprimé | Maurice Ravel | édition Isabelle Lanièce;Ombres;2016;;;Ravel;Maurice;Livre de Fonds spécialisés;1;;;;;
978-2-915517-45-3;9782915517453;Pilou, l'apprenti gigolo | 1 | Texte imprimé | Junko Mizuno;IMHO;DL 2010;Pilou, l'apprenti gigolo;1;Mizuno;Junko;Bande dessinée pour adulte;1;;;;;
978-2-212-12487-3;9782212124873;Joomla et VirtueMart | Texte imprimé | réussir sa boutique en ligne | Valérie Isaksen | avec la collaboration de Thierry Tardif;Eyrolles;impr. 2009;;;Isaksen;Valérie;Livre pour adulte;1;;;;;
978-2-13-057732-4;9782130577324;La rhétorique | Texte imprimé | Michel Meyer,...;Presses universitaires de France;impr. 2009;;;Meyer;Michel;Livre pour adulte;1;;;;;
2-7021-3541-2;9782702135419;Enragés | Texte imprimé | roman | Meg Gardiner | trad. de l'anglais par Jean Deliège;Calmann-Lévy;2005;;;Gardiner;Meg;Livre pour adulte;1;;;;;
;;Les grandes toccatas | Enregistrement sonore | M.-C. Alain;distrib. Warner;1993;;;;;Disque compact;2;;;;;
978-2-8128-0147-1;9782812801471;Palais | 8 | Park So-Hee;Samji;2010;Palais;8;Park;So Hee;Bande dessinée pour adulte;2;;1;;;
2-86744-726-7;;Fins | Texte imprimé | roman | Jacques Jouet;POL;1999;;;Jouet;Jacques;Livre pour adulte;1;;;;;
2-7427-2494-X;;Nord perdu | Texte imprimé | Nancy Huston;Actes Sud;1999;;;Huston;Nancy;Livre pour adulte;4;;;;;
"2-911053-71-0;9230037974";;Dans le sang et la rosée | Texte imprimé | anthologie de nouvelles du Bangladesh : nouvelles | présentées et traduites du bengali par Noelle Garnier;"Langues & Mondes ;L'Asiathèque;Unesco";2002;;;;;Livre pour adulte;3;;;;;
978-2-0812-4095-7;9782081240957;Enfer de coloc' | Texte imprimé | Anne-Marie Pol;Flammarion;impr. 2010;;;Pol;Anne-Marie;Livre jeunesse;1;;;;;
978-2-226-20936-8;9782226209368;Ne jamais te croire | Texte imprimé | Melissa Marr | traduit de l'anglais (américain) par Blandine Longre;A. Michel;impr. 2010;;;Marr;Melissa;Livre jeunesse;4;;;;;
978-2-7000-2955-0;9782700029550;Les aventures de Tom Sawyer | Mark Twain | illustrations Lisa Zordan;Gründ;2010;;;Twain;Mark;Livre jeunesse;4;;;;;
978-2-7485-0980-9;9782748509809;Sans vérité | Texte imprimé | Dominique Forma;Syros;DL 2010;;;Forma;Dominique;Livre jeunesse;10;;;1;;
;;Gellert oden | Enregistrement sonore | Dorothee Mields | Ludger Rémy;CPO;2004;;;Bach;Carl Philipp Emanuel;Disque compact;3;;;;;
978-2-84420-840-8;9782844208408;En attendant New York | Texte imprimé | roman | Mitali Perkins | traduit de l'anglais (États-Unis) par Valérie Dayre;T. Magnier;impr. 2010;;;Perkins;Mitali;Livre jeunesse;29;1;1;;;
;;Cantolopera. 2 | Enregistrement sonore | tenore | Antonello Gotta;G7;1997;;;;;Disque compact;1;;;;;
978-2-84563-466-4;9782845634664;L'impératrice maléfique | Texte imprimé | roman | Sophie Audouin-Mamikonian;XO éd.;impr. 2010;Tara Duncan;;Audouin-Mamikonian;Sophie;Livre jeunesse;40;1;1;;1;1
978-2-09-202310-5;9782092023105;Strom | Texte imprimé | 1 | Le collectionneur | Emmanuelle et Benoît de Saint Chamas;Nathan;impr. 2010;Strom;1;Saint Chamas;Emmanuelle de;Livre jeunesse;11;1;;;;
978-2-84965-931-1;9782849659311;Tista | 2 | Texte imprimé | Tatsuya Endo;Kazé;impr. 2010;Tista;2;End?;Tatsuya;Bande dessinée jeunesse >12 ans;1;;;;;
2-7475-3997-0;;Société industrielle et travail domestique | Texte imprimé | l'électroménager en France, XIX-XXe siècle | Quynh Delaunay | préf. de Jacques Marseille;l'Harmattan;2003;;;Delaunay;Quynh;Livre pour adulte;1;;;;;
2-85699-972-7;;La Manche ... à pied | Texte imprimé | 51 promenades et randonnées | Fédération française de la randonnée pédestre;FFRP, DL;2003;;;;;Livre pour adulte;1;;;;;
;;Isabelle Huppert  | Images animées | une vie pour jouer | Serge Toubiana, réal | Isabelle Huppert, particip;CNC [éd.], ca;2006;;;Toubiana;Serge;DVD-vidéo tous publics;3;;;1;;
2-906450-44-8;;Ateliers d'artistes | Texte imprimé | Paris, capitale des arts à la fin du XIXe siècle | John Milner | trad. de l'anglais par Béatrix Blavier;Du May;1990;;;Milner;John;Livre pour adulte;2;;;;;
;;Echo chamber odyssey | Enregistrement sonore | Löbe Radiant Dub System;Jarring Effects;2002;;;;;Disque compact;1;;;;;
0-7935-1555-6;;The sky is crying | Musique imprimée;H. Leonard;1992;;;;;Partition;1;;;;;
2-8433-5132-4;;Contre | Texte imprimé | Lydie Salvayre;Verticales;2002;;;Salvayre;Lydie;Livre pour adulte;1;;;;;
2-8001-1039-2;;Le Duel | Texte imprimé | [dessins] par Jijé | [scénario] par Jacques Lob;Dupuis;1984;Jerry Spring .;18;Jijé;;Bande dessinée pour adulte;1;;;;;
;;And the message is love | Enregistrement sonore | The best of Al Green | Al Green;A&M;1994;;;;;Disque compact;2;;;;;
978-2849-46-8296;;Higanjima | 12 | Texte imprimé | l'île des vampires | Koji Matsumoto;Soleil, DL;2007;;;Matsumoto;Koji;Bande dessinée pour adulte;3;;;;;
;;Epistrophy | Enregistrement sonore | R. Blake;Soul Music;1992;;;Monk;Thelonious;Disque compact;1;;;;;
978-2-07-268754-9;9782072687549;Le chant des morts | Texte imprimé | Pierre Reverdy, Pablo Picasso | préface de François Chapon;Gallimard;DL 2016;;;Reverdy;Pierre;Livre pour adulte;13;;1;1;1;
;;Julien Clerc | 1 | Musique imprimée;Musicom;1992;;;Clerc;Julien;Partition;2;;;;;
978-2-01-330201-2;9782013302012;Tokyo, Kyoto et environs | Texte imprimé | Japon pas cher !;Hachette;DL 2016;;;;;Livre pour adulte;17;;;1;1;
;;Play Morricone | Enregistrement sonore | E. Pieranunzi, M. Johnson & J. Baron;CAM;2001;;;Morricone;Ennio;Disque compact;3;;;;;
978-2-8098-2061-4;9782809820614;Si loin des siens | Texte imprimé | Tamara McKinley alias Ellie Dean | traduit de l'anglais par Danièle Momont;l'Archipel;DL 2016;;;McKinley;Tamara;Livre pour adulte;9;;1;;1;
;;Histoire du Consulat et de l'Empire, faisant suite à l'histoire de la Révolution française | Texte imprimé | A. Thiers;Paulin;1845;Histoire du Consulat et de l'Empire / Thiers;02;Thiers;Adolphe;Livre pour adulte;1;;;;;
978-2-340-01520-3;9782340015203;Les troubles bipolaires en clair | Texte imprimé | Thomas Wallenhorst;Ellipses;DL 2016;;;Wallenhorst;Thomas;Livre pour adulte;8;;1;;;
2-8001-0992-0;;Rendez-vous sur le Yukon | Texte imprimé | [textes et dessins de] Jijé;Dupuis;1984;Les Aventures de Jean Valhardi;9;;;Bande dessinée pour adulte;1;;;;;
978-2-07-079378-5;9782070793785;Sports et loisirs | Texte imprimé | une histoire des origines à nos jours | Laurent Turcot;Gallimard;DL 2016;;;Turcot;Laurent;Livre pour adulte;12;;1;;;
;;Anthologia pro organo | vol.III | Musique imprimée | oeuvres choisies de la musique d'orgue du 13me au 18me siècle | révision et registration par Flor Peeters;Schott freres;1959;;;;;Partition;1;;;;;
2-283-02052-2;;Rimbaud le disparu | Texte imprimé | Jean-Jacques Lefrère;Buchet-Chastel;2004;;;Lefrère;Jean-Jacques;Livre pour adulte;2;;;1;;
2-8001-1936-5;;Tout Jijé | 1954-1955 | Texte imprimé | Jijé | Thierry Martens, préf;Dupuis;1992;;;Jijé;;Bande dessinée pour adulte;1;;;;;
978-2-07-013144-0;9782070131440;Inferno.com | Texte imprimé | roman | Gian Mario Villalta | traduit de l'italien par Vincent Raynaud;Gallimard;DL 2016;;;Villalta;Gian Mario;Livre pour adulte;11;;;;;1
;;Mars attacks ! | Enregistrement sonore | B.O. (1996);Warner;1996;;;Elfman;Danny;Disque compact;2;;;;;
978-2-220-08267-7;9782220082677;Le manuel pratique de la méthode Montessori | Texte imprimé | Maria Montessori | traduit de l'espagnol par Charlotte Poussin;Desclée de Brouwer;DL 2016;;;Montessori;Maria;Livre pour adulte;24;;;1;;1
;;Sinsemilla | Enregistrement sonore | Black Uhuru | Sly & Robbie;Island;1990;;;;;Disque compact;5;;;;;
978-2-01-330194-7;9782013301947;Limousin | Texte imprimé | Nouvelle-Aquitaine;Hachette;DL 2016;;;;;Livre pour adulte;23;1;;;;
2-7143-0270-X;;Espace | Texte imprimé | édition bilingue | Juan Ramón Jiménez,... | trad. et présentation de Gilbert Azam;J. Corti;1988;;;Jimenez;Juan Ramon;Livre pour adulte;1;;;;;
978-2-01-290329-6;9782012903296;Histoire, géographie, EMC 3e | Laurent Bonnet;Hachette Education;2016;;;Bonnet;Laurent;Livre pour adulte;1;;;;;
;;Spontaneous inventions | Enregistrement sonore | Bobby McFerrin;Distrib. Emi;1986;;;;;Disque compact;3;;;;;
978-2-200-61392-1;9782200613921;Nouvel abrégé de philosophie | Texte imprimé | séries ES et S | Jacqueline Russ, France Farago;Armand Colin;DL 2016;;;Russ;Jacqueline;Livre pour adulte;1;;;;;
;"3344428018764;2650346";Le jour d'après  | Images animées | Roland Emmerich, réal., scénario | Jeffrey Nachmanoff, scénario | Harald Kloser, mus | Dennis Quaid, Jake Gyllenhaal, Ian Holm... [et al.], act;Twentieth Century Fox Home Entertainment [éd.];2005;;;Emmerich;Roland;DVD-vidéo tous publics;1;;;;;
978-1-4088-5730-4;9781408857304;The bricks that built the houses | Texte imprimé | Kate Tempest;Bloomsbury Circus;2016;;;Tempest;Kate;Livre en langue étrangère;2;;;;;
2-7298-0469-2;;De Nuremberg à la loi Huriet | Texte imprimé | essais thérapeutiques et recherche médicale | par Miguel Benasayag, André Comte-Sponville, Daniel Farhi... [et al.];Ellipses;2000;;;;;Livre pour adulte;1;;;;;
978-2-89579-523-0;9782895795230;Les hélicoptères | Texte imprimé | Molly Aloian | traduction de Marie-Josée Brière;"Bayard Canada livres;[diff. Distribution du Nouveau monde]";DL 2013;;;Aloian;Molly;Livre jeunesse;1;;;;;
;;Swing in Paris, 1936-1940 | Enregistrement sonore | CD5;Charly;1991;;;;;Disque compact;4;;;;;
;5060421565538;Carrière d'honneur | Enregistrement sonore | retirada | Héritier Watanabe, chant [acc. voc. et instr.];"Obouo music;[distrib. Sony music entertainment]";P 2016;;;Watanabe;Héritier;Disque compact;2;;;1;;
84-376-0161-4;;Platero y yo | Texte imprimé | Juan Ramon Jimenez | ed. de Michael P. Predmore;Ed. Catedra;1990;;;Jimenez;Juan Ramon;Livre en langue étrangère;1;;;;;
978-972-0-04966-7;9789720049667;As pupilas do senhor reitor | Texte imprimé | crónica da aldeia | Júlio Dinis | capa de Danuta Wojciechowska;Porto editoria;2011;;;Dinis;Júlio;Livre en langue étrangère;1;;;;;
4-338-01024-x;;Shirakawa no minka | Texte imprimé | gasshozukuri no dekiru made | texte et ill. Shimada Atsuhito;Komine;2002;;;Shimada;Atsuhito;Livre jeunesse;1;;;;;
978-2-302-05609-1;9782302056091;Chibi devi ! | 9 | Texte imprimé | Hiromu Shinozuka;Soleil;DL 2016;Chibi devi !;9;Shinozuka;Hiromu;Bande dessinée jeunesse;13;;1;;;
2-7291-0917-X;;Prémices | Texte imprimé | nouvelles | Mário de Sá-Carneiro | trad. du portugais et présentées par Jorge Sedas Nunes et Dominique Bussillet;Éd. de la Différence;1994;;;Sa-Carneiro;Mario de;Livre pour adulte;1;;;1;;
978-2-7580-0718-0;9782758007180;Aventuriers des mers | Texte imprimé | de Sindbad à Marco Polo | [exposition], Paris, Institut du monde arabe, du 15 novembre 2016 au 26 février 2017;"Editions du MuCEM;Connaissance des arts;Institut du monde arabe";2016;;;;;Livre pour adulte;10;1;;;;1
;3760041822722;Massage relaxant | Images animées | Philippe Comtet, réal.;Screen services [éd.],;[DL 2006];;;;;DVD-vidéo tous publics;1;;;;;
;9790231056310;La 1ere méthode du tout petit trumpet star | Musique imprimée | apprendre en s'amusant : initiation à la trompette avec des comptines, airs célèbres et chants de Noël en duo | Pierre Dutot, André Telman | Christian Léger, trompette | Pierre Dutot, trompette | Véronique Goudin, piano, clavier;R. Martin;cop. 2016;;;Dutot;Pierre;Méthode musicale;3;;;;;
;5051889594147;L'économie du couple | images animées | Joachim Lafosse, réal., scénario | Fanny Burdino, Mazarine Pingeot, Thomas Van Zuylen, scénario | Bérénice Bejo, Cédric Kahn, Marthe Keller...[et al.], act.;Le Pacte [éd.];2016;;;;;DVD-vidéo tous publics;18;;;1;;
978-2-7234-6476-5;9782723464765;Desert punk | l'esprit du désert | 7 | Texte imprimé | Masatoshi Usune;Glénat;impr. 2008;Desert punk;7;Usune;Masatoshi;Bande dessinée pour adulte;1;;;;;
978-2-7234-6311-9;9782723463119;Desert punk | l'esprit du désert | 5 | Texte imprimé | Masatoshi Usune | [traduit par Sylvie Siffointe];Glénat;impr. 2008;Desert punk;5;Usune;Masatoshi;Bande dessinée pour adulte;1;;;;;
;;Liseuse Kobo Aura Jean-Pierre Melville | Ressource électronique;;;;;;;Documents numériques et multimédia adulte;15;;;15;;
978-2-89579-519-3;9782895795193;Les bébés renards  | Bobbie Kalman | traduction, Marie-Josée Brière;BAYARD CANADA LIVRES;2013;;;Kalman;Bobbie;Livre jeunesse;1;;;;;
978-2-919091-24-9;9782919091249;Caen | Texte imprimé | regards sur le patrimoine | photographies, Loïc Delassus, Guillaume Carabie | textes, Amandine Pigeon;YM;DL 2012;;;Delassus;Loïc;Livre de Fonds spécialisés;1;;;;;
;9790046298295;Drum session | 10 | 25 pièces pour batterie | Musique imprimée | Jacky Bourbasquet | Claude Gastaldin;A. Leduc;impr. 2007;;;Bourbasquet;Jacky;Livre de Fonds spécialisés;1;;;;;
978-2-08-123533-5;9782081235335;Histoire de la Russie et de son empire | Michel Heller | traduit du russe par Anne Coldefy-Faucard;Flammarion;2009;;;Heller;Michel;Livre pour adulte;4;;;1;;
978-2-7459-3959-3;9782745939593;Mes transports à toucher | Texte imprimé | illustré par Sylvie Bessard;Milan jeunesse;DL 2010;;;Bessard;Sylvie;Livre jeunesse;4;;;;;
978-2-916784-87-8;9782916784878;Plus mal au ventre | enfin des solutions aux problèmes gastro-intestinaux | Dr Max Tétau & Dr Daniel Scimeca;Alpen éditions;2009;;;Tétau;Max;Livre pour adulte;1;;;;;
88-8158-599-5;9788881585991;Bernar Venet | Texte imprimé | performances, etc. 1961-2006 | [Essais de Roselee Goldberg, Enricco Pedrini, Damien Sausset] | [catalogue raisonné établi par Damien Sausset];Charta;cop. 2006;;;Sausset;Damien;Livre pour adulte;1;;;;;
;;T? ?i?n tâm th?n h?c và tâm lí y h?c | Texte imprimé | anh-pháp-vi?t | V?n Siêm Nguy?n;Nhà xu?t b?n T? ?i?n bách khoa;2003;;;Nguy?n;V?n Siêm;Livre pour adulte;1;;;1;;
978-2-253-12306-4;9782253123064;Sur le pont du loup | Texte imprimé | roman | James Patterson | traduit de l'anglais (États-Unis) par Philippe Hupp;Librairie générale française;impr. 2009;Les enquêtes d'Alex Cross;;Patterson;James;Livre pour adulte;1;;;;;
978-2-3564-8200-6;9782356482006;Limited lovers | 2 | Texte imprimé | Keiko Yamada;12 bis;impr. 2010;Limited lovers;2;Yamada;Keiko;Bande dessinée pour adulte;11;;;;;
978-2-7560-2088-4;9782756020884;Hal Far | Texte imprimé | scénario, dessin, couleur, Franz Zumstein;Delcourt;impr. 2010;Le faucon du désert;2;Zumstein;Franz;Bande dessinée pour adulte;3;;;1;;
978-2-205-06365-3;9782205063653;Enfants indignes | Texte imprimé | Bertrand Bouton & Cédric Fortier | couleur, Juliette Nardin;Dargaud;DL 2010;Braise;2;Bouton;Bertrand;Bande dessinée pour adulte;1;;;;;
978-2-8001-4765-9;9782800147659;Les gens honnêtes | Deuxième partie | Texte imprimé | [dessins de] Durieux | [scénario de] Gibrat | couleurs, Marmelade;Dupuis;DL 2010;Les gens honnêtes;2;Durieux;Christian;Bande dessinée pour adulte;23;1;1;1;;
0-312-42218-0;;The time of our singing | Texte imprimé | Richard Powers;Picador;2003;;;Powers;Richard;Livre en langue étrangère;1;;;;;
;;Le violon s'invite au cinéma | Volume 2 | Texte imprimé | Georges Delerue | arrangements pour violon et piano de Régis Boulier;M. Combre;2010;;;Delerue;Georges;Partition;1;;;;;
;;Mad men | Saison 1 | Episodes 1 à 3 | Images animées | Matthew Weiner, concept. | David Carbonara, comp. | Jon Hamm, Elisabeth Moss, Vincent Kartheiser... [et al.], act.;Metropolitan filmexport [éd.];2010;Mad men;;;;DVD-vidéo tous publics;4;;1;;;
978-2-35085-045-0;9782350850450;Eastwood, mes femmes et moi | Texte imprimé | Christophe Nicolle;B. Pascuito;impr. 2008;;;Nicolle;Christophe;Livre pour adulte;1;;;;;
978-2-87673-514-9;9782876735149;Frères de sang | Texte imprimé | la guerre civile en France au XIXe siècle | Jean-Claude Caron;Champ Vallon;impr. 2009;;;Caron;Jean-Claude;Livre pour adulte;1;;;;;
978-2-7021-4003-1;9782702140031;Chronique d'une agonie | Texte imprimé | journal du ghetto de Varsovie | Chaim A. Kaplan | découvert et présenté par Abraham I. Katsh | introduction de Georges Bensoussan | avant-propos et traduction de l'américain par Jean Bloch-Michel | traduction de l'américain du chapitre inédit par Pierre-Emmanuel Dauzat;"Mémorial de la Shoah;Calmann-Lévy";impr. 2009;;;Kaplan;Chaim Aron;Livre pour adulte;1;;;;;
978-2-84583-261-9;9782845832619;Le printemps des monstres | Texte imprimé | de Saint-Quay-Portrieux à Plouha | Michel Dozsa;Astoure;DL 2009;Ronan Magyar, détective;;Dozsa;Michel;Livre pour adulte;1;;;;;
2-905913-45-2;9782905913456;Conflans-Sainte-Honorine | Texte imprimé | terre de confluences | Inventaire général du patrimoine culturel, [région] Île-de-France | textes, Roselyne Bussière | avec la collaboration de Julien Delannoy et la participation de Aurélie Billy, Gilles Blieck, Antoine Le Bas | photographies, Stéphane Asseline | [sous la direction de Dominique Hervier];APPIF;DL 2005;;;;;Livre pour adulte;1;;;;;
;"0888295329477;888295329477";Vintage | Enregistrement sonore | Katherine Farnham, chant & claviers | Denny Jiosa, guit. | Nestor Torres, fl. | Kirk Whalum, saxo. ténor;Voice Inside Records;2015;;;Farnham;Katherine;Disque compact;1;;;;;
978-2-211-09742-0;9782211097420;L'île aux histoires | Volume 1 | Texte imprimé | Tanja Siren et Yann Apperry | illustré par Christian Volckman;l'École des loisirs;DL 2009;L'île aux histoires;1;Siren;Tanja;Livre jeunesse;1;;;;;
978-88-420-9407-4;9788842094074;Val pîù la pratica | Texte imprimé | piccola grammatica immorale della lingua italiana | Andrea De Benedetti;GLF Editori Laterza;2010;;;De Benedetti;Andrea;Livre en langue étrangère;1;;;;;
;5099926422923;Best wedding 100 | Enregistrement sonore | J. S. Bach, Albinoni, Handel... [et al.], comp. | Noel Rawsthorne, org. | Academy of St Martin in the fields, orch. | Sir Neville Marriner, dir... [et al.];"EMI records;[distrib. EMI music France]";P 2009;;;;;Disque compact;1;;;;;
978-5-699-82522-6;9785699825226;Malen’kij Princ  | Texte imprimé | Antoine de Saint-Exupéry;Eskmo;2016;;;Saint-Exupéry;Antoine de;Livre en langue étrangère;1;;;;;
978-2-02-101198-2;9782021011982;J'ai avancé comme la nuit vient | Texte imprimé | roman | Jean-François Haas;Éd. du Seuil;DL 2010;;;Haas;Jean-François;Livre pour adulte;2;;;;;
